Наименование исследование.,Наименование тест.,БМ,Единицы измерения,Референсные значения НИЖНИЙ предел,Референсные значения ВЕРХНИЙ предел,Референсные группы,Критическое значение ниже нормы,Критическое значение выше нормы,"Метод исследования 
(указывается при необходимости)
",Раздел,Подраздел,Синонимы русский,Синонимы английский
Тестостерон свободный в слюне (ВЭЖХ),Тестостерон свободный в слюне (ВЭЖХ),Слюна,нмоль/л,"0,310","1,180",женщины,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"Свободный тестостерон слюны, биодоступный тестостерон, не связанный с ГСПГ тестостерон, оценка андрогенного статуса, активная фракция тестостерона, маркер гиперандрогении, диагностика нарушений половых гормонов","Salivary free testosterone, bioavailable testosterone, non-SHBG bound testosterone, androgen status assessment, active testosterone fraction, hyperandrogenism marker, sex hormone disorders diagnostics"
,,,,0,"0,410",мужчины,,,,,,,
"Фолиевая кислота в эритроцитах, ВЭЖХ-МС","Фолиевая кислота в эритроцитах, ВЭЖХ-МС",Кровь ЭДТА,нг/мл,0,498,,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"Фолаты эритроцитов, эритроцитарный фолат, оценка долговременного статуса фолатов, скрининг дефицита фолиевой кислоты, маркер тканевых запасов фолата, диагностика макроцитарной анемии, витамин B9 в эритроцитах","Erythrocyte folate, red blood cell folate, long-term folate status assessment, folic acid deficiency screening, tissue folate stores marker, macrocytic anemia diagnostics, vitamin B9 in erythrocytes"
Эстрадиол в слюне (ВЭЖХ),Эстрадиол в слюне (ВЭЖХ),Слюна,пг/мл,"0,01","26,3",женщины,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"Эстрадиол слюны, свободный эстрадиол, биодоступный эстрадиол, оценка эстрогенного статуса, маркер фолликулярной фазы, основной эстроген, диагностика нарушений менструального цикла","Salivary estradiol, free estradiol, bioavailable estradiol, estrogen status assessment, follicular phase marker, major estrogen, menstrual cycle disorders diagnostics"
,,,,"4,110","6,680",мужчины,,,,,,,
"Эстрогены и их метаболиты в моче (10 показателей: эстрадиол, эстрон, эстриол, 16а-ОНЕ1, 2-ОНЕ2, 2-ОНЕ1, 2-ОМеЕ1, 4-ОМеЕ1, 4-ОНЕ1 и расчет соотношений; прегнандиол), метод ВЭЖХ-МС/МС",Эстрадиол,Моча сут.,мкг/сут,"1,0","4,0",Мужчины от 16 лет,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"Эстрадиол, 17β-эстрадиол, 17бетта-эстрадиол, β-эстрадиол, бетта-эстрадиол, эстрадиол-17β, эстрадиол-17бетта","Estradiol, 17β-Estradiol, 17beta-Estradiol, β-Estradiol, beta-Estradiol, Estradiol-17β, Estradiol-17beta"
,,,,"1,0","23,0",Жен. Фолликулярная фаза,,,,,,,
,,,,"4,0","45,0",Жен. Фаза овуляции,,,,,,,
,,,,"2,0","7,8",Жен. Лютеиновая фаза,,,,,,,
,,,,"0,0","3,0",Жен. Менопауза,,,,,,,
,,,,"0,000","45,000",Женщины,,,,,,,
,Эстрон,Моча сут.,мкг/сут,"2,0","8,0",Мужчины от 16 лет,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"Эстрон, 17α-эстрон, 17альфа-эстрон, α-эстрон, альфа-эстрон, эстрадиол-17α, эстрадиол-17альфа","Estrone, 17α-Estrone, 17alpha-Estrone, α-Estrone, alpha-Estrone, Estradiol-17α, Estradiol-17alpha"
,,,,"2,0","39,0",Жен. Фолликулярная фаза,,,,,,,
,,,,"11,0","46,0",Жен. Фаза овуляции,,,,,,,
,,,,"4,7","27,6",Жен. Лютеиновая фаза,,,,,,,
,,,,"0,9","6,5",Жен. Менопауза,,,,,,,
,,,мкг/сут,"0,900","46,000",Женщины,,,,,,,
,Эстриол,Моча сут.,,9,60,Мужчины от 16 лет,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"Эстриол, 16α-гидроксиэстрадиол, 16альфа-гидроксиэстрадиол, α-эстриол, альфа-эстриол, 16α-эстриол, 16альфа-эстриол","Estriol, 16α-Hydroxyestradiol, 16alpha-Hydroxyestradiol, α-Estriol, alpha-Estriol, 16α-Estriol, 16alpha-Estriol"
,,,,"3,0","48,0",Жен. Фолликулярная фаза,,,,,,,
,,,,"20,0","130,0",Жен. Фаза овуляции,,,,,,,
,,,,"7,0","29,7",Жен. Лютеиновая фаза,,,,,,,
,,,,0,"7,0",Жен. Менопауза,,,,,,,
,,,,0,"130,000",Женщины,,,,,,,
,2-гидроксиэстрадиол (2-OHE2),Моча сут.,мкг/сут,"0,45","2,2",Жен. Лютеиновая фаза,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"2-гидрокси-17β-эстрадиол, 2-гидрокси-17бетта-эстрадиол, 2-OH-β-эстрадиол, 2-OH-бетта-эстрадиол, 2-гидрокси-β-эстрадиол, 2-гидрокси-бетта-эстрадиол, катехол-β-эстрадиол","2-Hydroxy-17β-estradiol, 2-Hydroxy-17beta-estradiol, 2-OH-β-estradiol, 2-OH-beta-estradiol, 2-Hydroxy-β-estradiol, 2-Hydroxy-beta-estradiol, Catechol-β-estradiol"
,,,,"0,03","0,54",Жен. Менопауза,,,,,,,
,,,,"0,030","2,200",Женщины,,,,,,,
,2-гидроксиэстрон (2-OHE1),Моча сут.,мкг/сут,"3,2","30,1",Жен. Лютеиновая фаза,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"2-гидрокси-α-эстрон, 2-гидрокси-альфа-эстрон, 2-OH-α-эстрон, 2-OH-альфа-эстрон, 2-гидрокси-17α-эстрон, 2-гидрокси-17альфа-эстрон, катехол-α-эстрон","2-Hydroxy-α-estrone, 2-Hydroxy-alpha-estrone, 2-OH-α-estrone, 2-OH-alpha-estrone, 2-Hydroxy-17α-estrone, 2-Hydroxy-17alpha-estrone, Catechol-α-estrone"
,,,,"0,2","5,2",Жен. Менопауза,,,,,,,
,,,,"0,200","30,100",Женщины,,,,,,,
,4-гидроксиэстрон (4-OHE1),Моча сут.,мкг/сут,"0,4","2,6",Жен. Лютеиновая фаза,,,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией,ВЭЖХ-МС,Гормональные исследования,"4-гидрокси-β-эстрон, 4-гидрокси-бетта-эстрон, 4-OH-β-эстрон, 4-OH-бетта-эстрон, 4-гидрокси-17β-эстрон, 4-гидрокси-17бетта-эстрон, оксигенированный β-эстрон","4-Hydroxy-β-estrone, 4-Hydroxy-beta-estrone, 4-OH-β-estrone, 4-OH-beta-estrone, 4-Hydroxy-17β-estrone, 4-Hydroxy-17beta-estrone, Oxygenated β-estrone"
